manufacturer_id,manufacturer_name
737,Mclain Laboratories
738,Symbiosis Life Sciences Limited
739,Sesderma India Pvt Ltd
740,Rhombus Pharma Pvt Ltd
741,Alpha Aromatic Pvt Ltd
742,Chemech Laboratories Ltd
743,Sunroxx Pharma
744,Ishjas Pharma Pvt Ltd
745,Abron Healthcare
746,Biogenetic Pharmaceuticals
747,Accurate Pharmaceuticals
748,Staunch Health Care Pvt Ltd
749,Metamorf Lifesciences
750,Pharma Biological
751,Intel Pharmaceuticals
752,Pharmacopius Drugs Pvt Ltd
753,Drakt Pharmaceutical Pvt Ltd
754,Chem Biotech Healthcare
755,Aster Pharma
756,Biozec Healthcare
757,Kaithy Pharma
758,Pebble Pharmaceutical
759,Superlative Healthcare
760,Percos India Pvt Ltd
761,Novalife Healthcare
762,DWD Pharmaceuticals Ltd
763,Aegis Pharmaceuticals
764,Taj Pharma India Ltd
765,Arkson Pharmaceuticals
766,Consern Pharma Limited
767,Akunez Biotech
768,Citizen Life Science Pvt Ltd
769,Daemon Pharma Pvt Ltd
770,Tusker Pharma Pvt Ltd
771,Pharmasynth Formulations Ltd
772,Anmol Healthcare
773,Aadi Health Care
774,Emocare
775,Organic Laboratories
776,Integral Lifesciences
777,Ancalima Lifesciences Ltd
778,Astron Healthcare
779,Cynosure Life Care
780,Biosans Lifecare
781,Bluewaterresearch
782,Kusum Healthcare Pvt Ltd
783,Arnon Healthcare LLP
784,Jupiter Biolabs Pvt Ltd
785,Vts Life Sciences
786,Astraazin Pharmaceuticals Private Limited
787,Zenith Healthcare Ltd
788,Strathspey Labs Pvt Ltd
789,Parijat Lifescience Pvt Ltd
790,Biotic Healthcare
791,Medicure Life Sciences India Pvt Ltd
792,Baxton Pharmacia
793,Numark Ltd
794,H.L Healthcare Pvt Ltd
795,Arion Healthcare
796,Zota Pharmaceuticals Pvt Ltd
797,Akshita Remedies
798,Shield Health Care Pvt Ltd
799,Cyrus Remedies
800,Shiron Pharmaceuticals
801,Mackenzie Pharmaceuticals Pvt Ltd
802,Leegenic Pharmaceuticals
803,Sanzyme Ltd
804,Blaine Pharmaceuticals Pvt. Ltd
805,Medihealth Lifesciences Pvt. Ltd.
806,Talson Pharmaceuticals
807,Creogenic Pharma
808,Accuminn Labs
809,La Med India
810,Innovative Remedies
811,Yaxon BioCare Pvt Ltd
812,Hetero Healthcare Limited
813,Thrivex Lifesciences Pvt. Ltd.
814,Aqua Fina Injecta Pvt Ltd
815,Aventura Healthcare Pvt Ltd
816,Lan Pharmachem
817,Tavis Lifecare
818,Octane Biotech Pvt Ltd
819,Siochem Pharma Pvt Ltd
