manufacturer_id,manufacturer_name
1900,Pifer Pharmaceuticals Pvt Ltd
1901,Sarabhai Chemicals Ltd
1902,Citaderm Pharma Pvt. Ltd.
1903,Boffin Biotech Pvt Ltd
1904,Sotac Pharmaceuticals Pvt Ltd
1905,Moreish Pharmaceuticals Pvt Ltd
1906,Edifice Laboratories
1907,Fine Kind Drugs & Pharmaceuticals
1908,Novitas Remedies Pvt Ltd
1909,Extant Pharmaceutical
1910,Medcure Pharma
1911,Brainwave Healthcare Pvt Ltd
1912,Biostan Indian Pharmaceuticals
1913,Aarux Pharmaceuticals Pvt Ltd
1914,Jaiwik Biotech
1915,Skylla Pharmaceuticals
1916,Mindwave Healthcare Pvt Ltd
1917,Phoenix Pharmaceuticals
1918,Earum Pharma
1919,Toronto Pharmaceuticals Private Limited
1920,Medsea Healthcare Pvt Ltd
1921,Tridev Pharmaceutical
1922,Alive Pharmaceutical Pvt Ltd
1923,Bionics Remedies
1924,A. B Pharmaceuticals Pvt Ltd
1925,Remedy Life Sciences India Pvt Ltd
1926,Cyper Drugs & Pharmaceuticals Pvt Ltd
1927,Adesan Pharma
1928,SBS Biotech Limited
1929,Antiseptic Pharmaceuticals
1930,Zargan Healthcare
1931,Merck Ltd
1932,Casca Remedies Pvt Ltd
1933,Pharmadent Remedies Pvt. Ltd.
1934,Aegisco Remedies Pvt Ltd
1935,Zenberg Pharmaceutical Pvt Ltd
1936,BB Remedies Pvt Ltd
1937,Molekule India Pvt Ltd
1938,Atlas Laboratories Pvt Ltd
1939,Reltic Labs
1940,Olens Healthcare Pvt Ltd
1941,Blair Remedies Pvt Ltd
1942,S.Bee Life Sciences
1943,Kryptomed Formulations Pvt Ltd
1944,Siomond Pharmaceuticals Pvt Ltd
1945,Little Greave Pharmaceutical Pvt Ltd
1946,Apikos Pharma
1947,Rellicure Pharma
1948,Disan Pharma
1949,Wellona Pharmaceutical Private Limited
1950,Ambrezzia Pharmaceuticals
1951,Vintech Formulations
1952,Hamps India Pvt Ltd
1953,Rishab Healthcare pvt ltd. Ltd.
1954,Vidakem Lifesciences Pvt Ltd
1955,Aarotax Pharmaceutical Pvt Ltd
1956,Nucron Pharmaceuticals Pvt Ltd
1957,Medion Biotech Pvt Ltd
1958,Biomed Pharmaceuticals
1959,TOSC International Pvt Ltd
1960,Datla Laboratories
1961,Dorphyll Healthcare
1962,Unifaith Biotech (P) Limited
1963,Prosem Healthcare Private Limited
1964,Emdrix Pharmaceuticals Pvt Ltd
1965,Nutrifirm therapeutics
1966,Nexcellence Lifesciences
1967,Sunflower Phamaceuticals
1968,Elio Biocare Lifesciences Pvt Ltd
1969,Pentamark Organics
1970,Medic Biologicals And Pharmaceuticals Pvt Ltd
1971,Symet Drugs Ltd
1972,Future Dermacare Pvt Ltd
1973,Cartel Laboratories
1974,Javeline Pharmaceuticals
1975,Convoy Remedies
1976,Stensa Life Sciences
1977,Avillions Laboratories Pvt Ltd
1978,Ellederma Pharma Pvt Ltd
1979,Nectar Life Sciences Ltd (NLL)
1980,Adney Healthcare Private Limited
1981,Madlyn Biotech
1982,Procure Medica
1983,VASU Healthcare Pvt Ltd
1984,Elisa Biotech Pvt Ltd
1985,Roma Pharma Pvt Ltd
1986,Smotec Pharmaceuticals
1987,Biovensia Pharmaceutical
1988,Bioheal Lifesciences Private Limited
1989,Fredun Pharmaceuticals Limited
1990,Therapia Sanjeevani
1991,Avin Pharmaceuticals
1992,Biostrass Health Sciences Pvt Ltd
1993,Igniva Marketing Pvt Ltd
1994,Race Pharmaceuticals pvt ltd ltd
1995,Indica Laboratories Pvt Ltd
1996,Advance Revive
1997,Geneva Biocare
1998,Emdok Pharmaceuticals
1999,Aditya Pharmaceuticals
2000,Sanes Pharmaceuticals
2001,Oddiant Formulations
2002,Nexocare Biotech Pvt Ltd
2003,Elixir Pharma
2004,Ranbass Pharmaceuticals
2005,Alred Health Care Ltd
2006,Veliko Pharmacls
2007,Sherwell Biotech
2008,Nocnil Pharma
2009,Fedley Healthcare Private Limited
2010,Eastern Drug
2011,Zodley Pharmaceuticals Pvt Ltd
2012,Tulsi Medi Sciences
2013,Athens Wellness
2014,Vanshyam Pharma
2015,Agrim Pharmaceuticals
2016,Surge Biotech Pvt Ltd
2017,Medok Life Sciences Pvt Ltd
2018,Chem + Med Pharmaceuticals
2019,Satven And Mer
2020,Aegis Prescriptions Pvt Ltd
2021,Emar HealthCare
2022,Jpee Healthcare
2023,Iasis Care
2024,Haustus Biotech Pvt Ltd
2025,Veewin Healthcare Pvt Ltd
2026,Worth Medicines Pvt Ltd
2027,Avayama Pharmacare Pvt Ltd
2028,Strio Healthcare
2029,Fervent Life Sciences Pvt Ltd
2030,Elis Pharmaceuticals India Pvt Ltd
2031,Mittal Remedies
2032,Research Medicure Pvt Ltd
2033,Arico Life Sciences
2034,Zephon Life Sciences
2035,Ethyrial Pharmaceuticals
2036,Jchem Pharmaceuticals
2037,Lee Chem Biotech Pvt Ltd
2038,MLT Laboratories Pvt Ltd
2039,Meyer Organics Pvt Ltd
2040,Carminol Laboratories Pvt Ltd
2041,Blossoms Biologicals
2042,Aavhanzr Pharmaceutical Pvt Ltd
2043,Caudex Lifecare
2044,Amagen India Life Sciences
2045,ABN Drugs
2046,Zuvius Life Sciences
2047,Mediwell Laboratories
2048,Vinsha Pharmaceuticals
2049,Geolife Sciences
2050,Indian Pharmaceuticals
2051,Vasolife Healthcare
2052,Cortina Laboratories Pvt Ltd
2053,Indosurge Biotech
2054,Zens Healthcare Pvt Ltd
2055,Senate Laboratories
2056,Anista Healthcare
2057,Matias Healthcare Pvt Ltd
2058,Surmuont
2059,Pharmafer Pvt Ltd
2060,Apellon Biotech
2061,Astrophel Pharmaceuticals
2062,Bio-Swiss Pharma
2063,Olamic Healthcare
2064,Drams Healthcare
2065,Analeptic Manufacturing India
2066,Scorsis Laboratories
2067,Zaneka Healthcare Pvt Ltd
2068,Martyn Nikk Pharma Private Limited
2069,Viking Pharma Opc Pvt Ltd
2070,Curever Pharma Pvt Ltd
2071,Bonum Medelae Pvt Ltd
2072,Samson Laboratories Pvt Ltd
2073,Ablus Pharma
2074,Costa Rich Pharmaceuticals
2075,Adelina Lifesciences
2076,Dermaland Pvt Ltd
2077,Riyadh Pharmaceutical
2078,Span Pharmaceuticals Pvt Ltd
2079,Ethilexhealth Care Guj Ltd
2080,Polard Healthcare
2081,MLS Healthcare Pvt Ltd
2082,Culmen Healthcare
2083,Zavik Drugs
2084,Volaris Life Sciences Pvt Ltd
2085,Mas Life Science
2086,Ruby Enterprise
2087,Cadila Healthcare Limited
2088,Cimera Skin Care
2089,Auspi Medicaments
2090,Indus Pharma Pvt Ltd
2091,Giriraj Healthcare
2092,Brawn Laboratories Ltd
2093,Abetar Healthcare
2094,H & I Critical Care
2095,Curolife Biochem Private Limited
2096,Zim Laboratories Limited
2097,Vavisto Biotech
2098,Vivid Labs Pvt Ltd
2099,GR Healthcare Laboratories
2100,Union Drug
2101,Nicson Pharma
2102,Sayona Medicare Pvt Ltd
2103,Synergy Pharmaceuticals
2104,Medilane Labs
2105,Ambrosia Pharmaceuticals
2106,Ultratech Pharmaceuticals
2107,Triton Healthcare Pvt Ltd
2108,Aaura Care Pharmaceutical Pvt Ltd
2109,Altcare Pharmaceuticals Private Limited
2110,Ciaga Pvt Ltd
2111,Aeran Lab India Pvt Ltd
2112,Comex Pharma
2113,Amvia Biotech
2114,Biocorp Life Sciences Pvt Ltd
2115,Aeryn Lifesciences Pvt Ltd
2116,Nordic Formulations Pvt Ltd
2117,Alcea Biotech Pvt Ltd
2118,Kamron Laboratories Ltd
2119,Ampra Pharmaceuticals
2120,Trio Remedies Pvt Ltd
2121,Human Pharmacia Pvt Ltd
2122,Jayson Pharmaceuticals Ltd
2123,Revive Pharma
2124,SAG Pharma Pvt Ltd
2125,Eright Healthcare
2126,Halcyon Drugs
2127,Medirose drug & pharma
2128,Prayas Pharmaceuticals
2129,Apotex Lifesciences
2130,Floreat Medica Pvt Ltd
2131,Abony Healthcare Limited
2132,Insutik pharmaceuticals Private Limited
2133,Sepik Life Sciences
2134,Eldwin Pharmaceuticals
2135,Quince Lifesciences Pvt Ltd
2136,Astra Eureka Pharmaceuticals
2137,Uvkan Healthcare Pvt Ltd
2138,Biobrick Pharma
2139,Cure Kelvin
2140,Impact Healthcare Pvt Ltd
2141,AMPS Biotech Pvt Ltd
2142,Mandlive Healthcare Pvt Ltd
2143,Jasmine Healthcare India Pvt Ltd
2144,Mega Pharmaceuticals
2145,Plus Pharma
2146,Avirav Sciences Pvt Ltd
2147,Euphoric Pharmaceuticals Pvt Ltd
2148,Multilax Pharmaceuticals Pvt Ltd
2149,Spire Pharma
2150,Gracia Life Science India Pvt Ltd
2151,Amyra Healthcare Pvt Ltd
2152,Asrawell Lifecare
2153,Amogh Pharmaceuticals Pvt Ltd
2154,Orion Lifesciences
2155,Sarp Pharmaceuticals
2156,Trove Pharmaceuticals
2157,Pure and Cure Healthcare Private Limited
2158,Maya Drugs & Antibiotics
2159,Medford Pharmaceuticals
2160,Estragen Pharma
2161,Ambrosia Pharma
2162,Bio Phoenix Formulations
2163,Martel Hammer Pharmaceuticals Pvt Ltd
2164,Impileo Lifescience
2165,Elmex Drugs & Healthcare Pvt Ltd
2166,Unisun Organics Private Limited
2167,Alicanto Drugs Pvt Ltd
2168,Mendcure Life Sciences Pvt Ltd
2169,Adisan Healthcare Pvt ltd
2170,San Boston Life Sciences
2171,Zentis Drugs Pvt Ltd
2172,Alleviate Pharmaceuticals Pvt. Ltd.
2173,Autus Lifesciences Pvt Ltd
2174,Erika Remedies
2175,Amon Biotech
2176,Avecia Healthcare
2177,Narvs Pharma
2178,Wander Ltd
2179,Canopy Healthcare Pvt Ltd
2180,Zogenix Healthcare
2181,Cadex Laboratories
2182,Paragon Pharmaceuticals
2183,Ethix Healthcare
2184,Fischer Bio Science Pvt Ltd
2185,Osiante Biotech
2186,Ahen Pharmaceuticals
2187,Sedulus Remedies
2188,De-Cross Labs (India) Private Limited
2189,Arkle Healthcare Pvt Ltd
2190,Novazing Pharma Pvt Ltd
2191,Spranza Vita Pharmaceutical LLP
2192,Annodyne Drugs
2193,Aps Biotech Pvt Ltd
2194,UTH Healthcare
2195,Quest Pharmaceuticals
2196,Amista Labs Pvt Ltd
2197,Assign Drug Industries Pvt Ltd
2198,Puremed Biotech
2199,Raynox Healthcare Pvt. Ltd
2200,MBWorld Exim Pvt. Ltd.
2201,Kiosence Health Care Pvt Ltd
2202,Agnes Life Sciences
2203,Zenvita Healthcare Pvt Ltd
2204,Synovion Laboratories Pvt Ltd
2205,Mediwin Laboratories
2206,Gruentzig Pharmaceuticals
2207,G.M.H. Laboratories
2208,Brussels Laboratories Pvt Ltd
2209,Parul Health Care Private Limited
2210,Alardius Healthcare
2211,CVR Biotech Private Limited
2212,Accretion Pharmaceuticals
2213,Sudha Lifesciences Pvt Ltd
2214,Freedom Healthcare Pvt Ltd
2215,Prekem Pharmaceuticals Pvt Ltd
2216,Nac International
2217,Sanko Biotech
2218,Kaytross Health Care
2219,Aiwo Limited
2220,Maaah Pharmaceuticals Pvt. Ltd.
2221,Abbott Healthcare Private Limited
2222,Admit Pharmaceuticals Pvt Ltd
2223,R B Pharmaceuticals
2224,Bioplasma Immunological Research Pvt Ltd
2225,Rusi Remedies P Ltd
2226,Genfo Bioceuticals Pvt Ltd
2227,V.S. Healthcare Ltd
2228,Orsim Pharma
2229,Shalman Pharma Pvt Ltd
2230,Sapson Pharma
2231,Humbing Ethicals
2232,Zenstar Life Sciences
2233,Ryze Lifecare
2234,Philanto Healthcare
2235,Celsius Healthcare Pvt Ltd
2236,Novostart Life Science
2237,HealthXR
2238,Wells Biosciences
2239,Axodin Pharmaceuticals Pvt. Ltd.
2240,Winsome Laboratories Pvt Ltd
2241,Hema Laboratories
2242,Unicor Pharmaceuticals LLP
2243,Watran Pharmaceuticals Pvt. Ltd.
2244,Jishika Pharmaceuticals Private Limited
2245,RP Healthcare Pvt. Ltd.
2246,Redicine Laboratories Pvt Ltd
2247,Minova Life Sciences Pvt Ltd
2248,Ornate Labs Pvt Ltd
2249,Bioman Pharmaceuticals
2250,Osvel Pharma
2251,Cestlavie pharma
2252,Treatwell Biotech
2253,Sanix Formulation Pvt Ltd
2254,Forrit Lifecare
2255,Amble Biotech Pvt Ltd
2256,Dales Pharmaceuticals Ltd
2257,Dote Health Care
2258,Aspen Pharma
2259,Monichem Healthcare Pvt Ltd
2260,Skyways Healthcare Pvt Ltd
2261,Mits Healthcare Pvt Ltd
2262,Enivid lifesciences
2263,Aubade Healthcare Pvt Ltd
2264,Sumages Pharma Pvt Ltd
2265,Euronova Pharmaceuticals
2266,Vantage Biotech Pvt Ltd
2267,Maxmed Lifesciences Pvt Ltd
2268,Glacia Life Care
2269,Converge Biotech
2270,Almet Corporation Ltd
2271,Scortis Lab Pvt Ltd
2272,Sonika Life Sciences Ltd
2273,Insight Labz
2274,Idem Healthcare Pvt Ltd
2275,Himalaya Meditek Pvt Ltd
2276,Manas Pharmaceuticals Pvt Ltd
2277,Sicare Pharma Pvt Ltd
2278,Alrosa Pharmaceuticals Pvt Ltd
2279,Glounce Pharmaceuticals
2280,Aelius Lifesciences Llp
2281,Kedarnath Healthcare pvt ltd Ltd
2282,Gloss Pharmaceuticals Pvt Ltd
2283,Swaraj Formulations Pvt Ltd
2284,Health Biotech Limited
2285,Kentreck Laboratories Pvt Ltd
2286,Karaa Healthcare
2287,Essential Pharmaceuticals
2288,Aurum Gold Life Science
2289,Aleixo Pharma
2290,Serbia Molecules Pvt Ltd
2291,Infugen Pharma Pvt Ltd
2292,Aigis Biotec
2293,Revive Healthcare
2294,JK Biochem Healthcare Pvt Ltd
2295,Biogensis Biotechnic
2296,Riomedica Healthcare Pvt Ltd
2297,Home Remedies Private Limited
2298,Wizad Biotech Pvt Ltd
2299,Ticoma Pharmacia
2300,Curex Laboratories Pvt Ltd
2301,JLS Pharma Pvt Ltd
2302,Ryon Pharma
2303,Provectus Life Sciences
2304,Helax Healthcare Pvt. Ltd.
2305,Tyykem Private Limited
2306,Mascot Biotech
2307,Sanmai Pharma
2308,Decisive Pharma
2309,Suave Pharmaceuticals
2310,Frank Medilink
2311,Huadiz Pharmaceuticals
2312,Dr Kumars Pharmaceuticals
2313,Arpsy Life Science Private Limited
2314,Mediday Healthcare Pvt Ltd
2315,Gurgrace Pharmaceuticals
2316,Elder Projects Ltd
2317,Zetaca Lifescience Pvt Ltd
2318,Stature Life Sciences
2319,Lumaire Labs Pvt Ltd
2320,Varun Life Sciences Pvt Ltd
2321,Maitri Healthcare Pvt Ltd
2322,Scotwin Healthcare
2323,Alencare Pharma
2324,Advance Concept Pharmaceuticals Pvt. Ltd.
2325,Dr Asclepius
2326,Calibar Pharmaceuticals
2327,S R Pharmaceuticals
2328,Verve Formulations Pvt Ltd
2329,Stenroz Biotech
2330,Vervetic Healthcare Pvt Ltd
2331,Vensat Bio
2332,Nature & Time Formulations
2333,Zenotis Healthcare
2334,Astakind Biotech Private Limited
2335,Greentek Heathcare
2336,Alsun Pharma
2337,Heal All Pharmaceuticals (P) Ltd.
2338,Dewallace Pharmaceuticals
2339,Waksman Selman Pharmaceuticals Pvt Ltd
2340,Tuttsan Pharma Pvt Ltd
2341,Alcia Pharma
2342,Apids Pharmaceuticals
2343,Trion Pharma India Llp
2344,Healsure Lifesciences Pvt. Ltd.
2345,Avolife Pharmaceutical Private Limited
2346,Aplonis Healthcare
2347,Saffron Medicare Pvt Ltd
2348,Mercury Laboratories Ltd
2349,Amugen Healthcare Pvt Ltd
2350,Psycogen Captab
2351,Konark Biochem
2352,Intellect Lifescience
2353,Concur Pharmaceuticals Pvt.Ltd
2354,Tms India Pvt Ltd
2355,NovoLilly Pharmaceutical Pvt Ltd
2356,Geneaid Pharmaceuticals
2357,Holy Evolution Pharma
2358,Lurex Healthcare Pvt Ltd
2359,Prochem Turnkey Projects Pvt Ltd
2360,Aishika Pharma
2361,Alex Pen Remedies
2362,Nourish Healthcare
2363,Apollo Hospitals Enterprises Ltd
2364,Alexa Organics Private Limited
2365,Thurs Pharmaceuticals
2366,P R G Pharma Pvt Ltd
2367,Albris Healthcare And Biotech Pvt Ltd
2368,Amsure Healthcare
2369,Ahlcon Parenterals India Limited
2370,Konark Lifesciences Pvt Ltd
2371,Mediphar Lifesciences Pvt Ltd
2372,Malvern Pharma
2373,Numedix Life Sciences
2374,Ess Emm Pharma Pvt Ltd
2375,Ankom Laboratories
2376,Astronia Life Sciences
2377,Vistica Life Sciences
2378,Medlock Healthcare Pvt Ltd
2379,Smayan Healthcare Pvt Ltd
2380,Alleviate Therapeutics
2381,Halberd Pharmaceuticals
2382,Nuwill Biotech Pvt Ltd
2383,Stadchem Of India
2384,Robin Pharmaceuticals Ltd
2385,Progressive Life Care
2386,Allies Pharma
2387,Far West Pharma
2388,Medisys Biotech Pvt Ltd
2389,Zed Pharmaceuticals
2390,Ryte Pharmacia
2391,Arnee Life Science
2392,Vellinton Healthcare
2393,Avighna Medicare Pvt. Ltd.
2394,Medopharm
2395,Winsun Laboratories
2396,Curis Lifecare
2397,Sunniva Life Science
2398,Grafeio Healthcare Pvt Ltd
2399,Greenray Pharmaceuticals
2400,Globate Pharma
2401,Balsons Pharmaceutical
2402,Aryan Biological Corporation
2403,Apple Biotech
2404,Segos Biocare
2405,Doctor Wonder Private Limited
2406,Neuralco Labs
2407,Easteria Pharma
2408,All Indian Origin Chemists & Distributors Ltd
2409,Tecnex Pharma
2410,Adison Laboratories
2411,Live Pharma
2412,Signature Phytochemical Industries
2413,Medizia Biotech
2414,Swiss Biotech
2415,Denmarc Remedies
2416,Shelon Pharmalabs Private Limited
2417,Bioplasmid Healthcare
2418,Stride Healthcare
2419,Styla Pharmaceutical Private Limited
2420,Rejli Healthcare Pvt Ltd
2421,Allito Biocare
2422,Sunrise Pharamceuticals
2423,Arene Lifesciences Limited
2424,Western Remedies
2425,Ardez Pharma
2426,Bactolac Formulations Pvt Ltd
2427,Adcco Limited
2428,Health Biomed Pharma
2429,Medgen Drugs And Laboratories Private Limited
2430,Optimal Pharmaceuticals Private Limited
2431,Kanraxy Pharma
2432,Intecare
2433,Medethics Pharmaceuticals Pvt Ltd
2434,Mentis Pharma Ltd
2435,Aesmira Lifesciences Pvt Ltd
2436,Chem Pharma Pvt Ltd
2437,Kniss Laboratories Pvt Ltd
2438,Maknaam Chemicals
2439,Rudiment Life Science Pharmaceutical Pvt Ltd
2440,Panvik Pharmaceuticals
2441,Man Serve Pharma
2442,Aeon Pharma Pvt Ltd
2443,Saanvika Pharma
2444,Alezon Remedies
2445,Biotabs Life Sciences Pvt Ltd
2446,Asiatic Pharmaceuticals
2447,Rosnet Pharma
2448,Delroy Pharma
2449,Netprime Pharma Pvt Ltd
2450,Recure Pharma
2451,Unigrow Pharmaceuticals
2452,Bionova Lifesciences
2453,Medix Biocare
2454,Penardo Biotech
2455,Seluria Pharmaceuticals
2456,Pearl Lifecare Pvt. Ltd.
2457,Innokon Laboratories Pvt Ltd
2458,Cinerea Biotech Pvt Ltd
2459,Megacorp Healthcare Pvt Ltd
2460,Zeal Biotech Pvt td
2461,Crassula Pharmaceuticals Pvt Ltd
2462,Snyder Healthcare
2463,Sidhbali Formulations
2464,Pegasus Farmaco India Pvt Ltd
2465,Punjab Formulations Ltd
2466,Aaron Pharmaceuticals Pvt Ltd
2467,Santiago Lifesciences Pvt Ltd
2468,Modron Healthcare
2469,Evans Pharma
2470,Luxica Pharma Inc.
2471,Sanatio Pharmaceuticals Private Limited
2472,DS Laboratories
2473,Cera Biologicals India Pvt Ltd
2474,Unimark Remedies Ltd
2475,Sunny Drug Pharma
2476,Optho Life Sciences Pvt Ltd
2477,Pearl Medilife Pvt Ltd
2478,Seldom Pharma Pvt Ltd
2479,Technica Lab Pvt Ltd
2480,Slash Lifevision
2481,Intigus Pharmaceutical Private Limited
2482,Remington Life Sciences LLP
2483,Ridgecure Pharma
2484,Medifinity Healthcare Private Limited
2485,TNT Lifesciences
2486,Realmed Pharma
2487,Ginsburg Drugs Formulation Pvt Ltd
2488,SPM Drugs Pvt Ltd
2489,Criticare Laboratories Pvt Ltd
2490,Indamed Pharmaceuticals Pvt Ltd
2491,Medicon Health Care Pvt Ltd
2492,Liza Life Sciences
2493,Biomedica International
2494,Wisdom Pharma Pvt. Ltd
2495,Glowderma Labs Pvt Ltd
2496,Intag Remedies
2497,Kruger Pharmaceuticals Pvt Ltd
2498,Penta Biotech Pvt Ltd
2499,Aknil Biotech
2500,Cuzco Pharma Pvt Ltd
2501,Activa Lifesciences
2502,Medimind Drugs and Chemicals
2503,Avunu Life Sciences
2504,Arist Health Care
2505,Syswin Pharmaceuticals Pvt Ltd
2506,DSV Healthcare
2507,Gurnex Biotech
2508,Neosys Medicare
2509,Rezicure Pharmaceuticals
2510,Fytokem Formulations
2511,Arehk Healthcare
2512,Stalwart Remedies Pvt Ltd
2513,Perk Pharmaceuticals Ltd
2514,Aaztrazivixa Lifesciences
2515,Saviour Speciality Drugs Pvt Ltd
2516,Reflaction Healthcare
2517,Sunfi Pharmaceutical Private Limited
2518,Pramukh Swami Pharma Ltd
2519,Dawson Healthcare Pvt Ltd
2520,Sbeed Pharmaceuticals
2521,Ags Pharmaceuticals Pvt Ltd
2522,Sivling Technologies Pvt Ltd
2523,Doctomed
2524,Mak Well Healthcare Opc Private Limited
2525,Simpex Pharma Pvt Ltd
2526,Uniark Healthcare Pvt Ltd
2527,Luziac Life Sciences
2528,Bsure Pharmaceuticals Pvt Ltd
2529,Ashlife Healthcare
2530,Sanat Products Ltd
2531,Arakind Pharma
2532,Moon Healthcare Pvt Ltd
2533,Adchem Biotech
2534,Colard Healthcare
2535,Misha Biotech Pvt Ltd
2536,Biolife Healthcare
2537,Zoom Healthcare
2538,Pharm Products Pvt Ltd
2539,Dermarex HealthCare India Pvt. Ltd.
2540,Flora Biotech
2541,Mickle Pharma
2542,Simenpark Healthcare Inc
2543,Sanbury Pharmaceuticals Pvt Ltd
2544,LCB Pharma
2545,Edrant Pharmaceuticals
2546,Stenhill Labs
2547,Albero Pharma Private Limited
2548,Cmg Biotech Pvt Ltd
2549,Zatropha Pharma
2550,Alarius Healthcare
2551,Mediganza Healthcare
2552,Axiom Therapeutics Pvt Ltd
2553,Macro Labs Pvt Ltd
2554,Remit Healthcare
2555,Biofield Pharma
2556,Osho Pharma Pvt Ltd
2557,Adwin Pharma
2558,Dolphin Laboratories Ltd
2559,Ropoz Lifesciences Private Limited
2560,Dr. D Pharma
2561,Mission Cure Pharma Pvt Ltd
2562,S V Biovac Pharmaceuticals Pvt Ltd
2563,Alchemist Life Science Ltd
2564,Sarvit Life Sciences
2565,Novocin Pharmaceuticals
2566,Mathis Pharma
2567,Gaiety Life
2568,Human Vigor Private Limited
2569,Nasa Pharmaceutical
2570,Medispan Ltd
2571,M. Frank Pharmaceuticals
2572,Garwyn Remedies
2573,Cappeline Pharmaceuticals Pvt Ltd
2574,CAM Neuro Pharma Pvt. Ltd.
2575,Tanpal Nutraceuticals
2576,Cognitio Care
2577,Benedic Pharmaceutical Pvt Ltd
2578,Healthtree Pharma (India) Private Limited
2579,Mclaine Pharmaceutical
2580,Ocuris Pharmaceuticals Pvt Ltd
2581,Divine Healthcare
2582,Custodian Pharma Pvt Ltd
2583,Miracalus Pharma Pvt Ltd
2584,Skylane Pharmaceuticals
2585,Labcorp India Pvt Ltd
2586,NPS Pharmaceuticals
2587,Canon Biotech
2588,Rowlinges Life Science
2589,Wood Rock Healthcare Pvt Ltd
2590,Medrix Labs Private Limited
2591,Aksigen Hospital Care
2592,Ripharma Laboratories Ltd
2593,Alletia Remedies Pvt Ltd
2594,Fides Pharma
2595,Life Vision Medicare Pvt Ltd
2596,MAC Medilife Pvt Ltd
2597,Medilife Health Sciences Pvt Ltd
2598,Blue Chem Lifesciences
2599,Oswin Pharmaceuticals
2600,Annona Life Science
2601,Tanzer Lifecare Pvt Ltd
2602,Katg Therapeutics Pvt Ltd
2603,Gracious Pharmaceuticals
2604,Achillea Life Sciences Pvt Ltd
2605,Stanford Organics Pvt Ltd
2606,Aksh Pharmaceuticals India Ltd
2607,Swizing Biosciences
2608,Darmaan Pharma
2609,Dr Lee & Morris Pharma Pvt Ltd
2610,Medivolks Pharma
2611,Mova Pharmaceutical Pvt Ltd
2612,Benmed Pharmaceuticals
2613,Big Laboratories Pvt Ltd
2614,Vanran Healthcare Pvt Ltd
2615,Albatross Skimed Pvt Ltd
2616,Omni Orthotechnics Pvt Ltd
2617,Aileron Life Sciences Pvt Ltd
2618,Raffles Pharmaceuticals
2619,Werke Healthcare
2620,Abbey Health Care Pvt Ltd
2621,Unisharp Pharmaceuticals
2622,Cytoz Pharmaceuticals
2623,Syska Healthcare
2624,Apricot Labs Pvt. Ltd.
2625,Artichem Laboratories
2626,Biovion Pharma Pvt Ltd
2627,Starlance Pharmaceuticals
2628,Wannock Pharmaceuticals
2629,Protech Telelinks
2630,Eumed Healthcare
2631,Nexgen Rx Life Science Pvt Ltd
2632,Shawn & Co
2633,Gemith Pharma Pvt Ltd
2634,Insead Lifesciences Pvt Ltd
2635,R.T. Pharma
2636,Bustal Pharmaceutical
2637,Pritus Healthcare
2638,Earl Pharmaceuticals Private Limited
2639,Ozenius Pharmaceuticals
2640,Adjener Pharmaceuticals Pvt Ltd
2641,Zenfo Med Remedies Private Limited
2642,Kript Pharmaceuticals Private Limited
2643,Atyad Life Sciences Pvt Ltd
2644,Synthokind Pharmaceuticals Private Limited
2645,Sunshine Pharmaceuticals
2646,Relax Pharma
2647,Pynart Biotech Pharmaceuticals Private Limited
2648,Skiptuit Healthcare
2649,Aqcor Drug
2650,Sai Life Sciences
2651,Lichem Pharmaceuticals
2652,Macmay Pharmaceuticals Pvt Ltd
2653,Connote Healthcare
2654,Euro Organics
2655,M.M Labs
2656,Royal Research Lab Pvt Ltd
2657,Alexin Bio-Sciences Pvt Ltd
2658,Maxford Labs Pvt. Ltd.
2659,Montek Biopharma
2660,Argos Healthcare (P) Ltd
2661,Suzikem Drugs Pvt Ltd
2662,Vilead Healthcare
2663,B M Medico Pvt Ltd
2664,Sweadish Lifesciences
2665,Sirius Healthcare
2666,Devi Formulation Pvt Ltd
2667,SAC Pharmaceuticals
2668,Solveig Lifesciences
2669,3D Healthcare
2670,Arechar Healthcare
2671,Alpha and Omega Therapeutics Pvt. Ltd.
2672,Coddle Medichem
2673,Curavax Pharmaceuticals Private Limited
2674,Rampton Healthcare
2675,CFPL Healthcare
2676,Pidek Pharmaceuticals
2677,RKM Health Care
2678,ULTIMEDIX
2679,Ampho Healthcare
2680,ASV Laboratories India Pvt Ltd
2681,Bonus Salus Pharmaceuticals
2682,Made-inn Healthcare Pvt Ltd
2683,M2H Pharmaceuticals
2684,Uniword Pharma
2685,Medivision Pharm
2686,Technopharm Pvt Ltd
2687,Tested & Trusted Pharma Pvt Ltd
2688,Arbour Pharmaceuticals Pvt Ltd
2689,Twilight Mercantiles Ltd
2690,Grace Drugs & Pharmaceuticals
2691,Jonas Pharmaceuticals Pvt Ltd
2692,QRIT Life Sciences
2693,Power Labs
2694,Alentra Healthcare
2695,HHT Pharma Private Limited
2696,Zenkins Pharmaceutical Pvt.Ltd.
2697,Alaster Healthcare
2698,Solwin Lifesciences
2699,Biopolis Life Sciences Pvt Ltd
2700,Ildong Pharmaceutical Pvt Ltd
2701,Saffron Therapeutics Pvt Ltd
2702,Shreshtha Formulations
2703,Sure For Cure Formulations India Pvt Ltd
2704,Odin Healthcare Pvt Ltd
2705,Auris Biosciences Pvt Ltd
2706,Lifecom Pharmaceuticals Pvt Ltd
